貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2011-08-17 11:10:56+00:00,111515882197852_271391416210297,"希望天團舖兩光和殺殺公煮來粉絲頁陪我們聊天看電視的請<讚>聲!
集十萬個讚
阿姑偶就去喬一喬
集集集集............................",,5853,0
2011-08-17 08:04:22+00:00,111515882197852_246125375419112,"排骨阿翔要婚了
是上次我們粉絲按太多讚了嗎
團結力量大",,7285,0
2011-08-17 07:55:33+00:00,111515882197852_271338509548921,希望天團舖兩光和殺殺公煮來粉絲頁陪我們聊天看電視的請讚聲!,,4001,0
2011-08-17 03:26:37+00:00,111515882197852_271263399556432,"想知道幸運色？快來參加RICOH PX 好色心情輪盤!
就有機會抽中RICOH PX全新系列防水相機及食尚玩家雜誌半年訂戶!
http://apps.facebook.com/ricoh_event/",,389,0
2011-08-16 14:20:12+00:00,111515882197852_270909146258524,"貴氣的有夠俗！
一百萬的血滴子！",,1189,0
2011-08-16 14:14:37+00:00,111515882197852_270906636258775,48度！蛙蛙該會中暑吧？可憐~,,2100,0
2011-08-16 14:06:46+00:00,111515882197852_270903032925802,"三八人搭Aㄚ380！
哈！
名符其實。",,874,0
2011-08-16 14:00:33+00:00,111515882197852_270900142926091,"來喔！趕緊開TV轉42台
今眠做夥來「希花」一下！",,936,0
2011-08-16 11:48:53+00:00,111515882197852_270851039597668,"一個MOVE回家企
準備來給他開42台看企",,1047,0
2011-08-16 11:42:40+00:00,111515882197852_270848832931222,"所以
看<食尚玩家>就是愛ㄚ姑啦!
你工對不對ㄚ~~~~",,791,0
2011-08-16 11:40:13+00:00,111515882197852_270847892931316,"看<食尚玩家>就是愛台灣啦!
你工對不對ㄚ~~~~",,1531,0
2011-08-16 11:26:02+00:00,111515882197852_270842466265192,"我們昨晚把官網給灌爆了!
哈哈哈.....
對於可能會沒能抽到獎喊可能抽中的朋友們的
我們真的由衷謝謝您的支持",,1024,0
2011-08-15 17:20:15+00:00,111515882197852_270431262972979,"今天阿松是金門的值星官
也是粉絲頁的糾察隊！
鼓勵鼓勵！",,1989,0
2011-08-15 15:27:28+00:00,111515882197852_270378279644944,"阿姑偶
謹代表食尚玩家主持群、製作群及雜誌編輯群
獻上熱熱的一個吻~~~啾~
感謝眾粉絲們一路大力相挺！
偶門兩肋叉筷子、努力加餐飯
只為了您們開心的未來！
再~~~啾一下奶！",,1556,0
2011-08-15 14:59:38+00:00,111515882197852_270365549646217,"誰會贏呢？
陷入長考、深思中~~",,864,0
2011-08-15 14:56:25+00:00,111515882197852_270363922979713,排骨！排骨！,,793,0
2011-08-15 14:54:55+00:00,111515882197852_270363246313114,"酗酒製作人妳喝太多了
一直忘詞！哈！",,1588,0
2011-08-15 14:40:08+00:00,111515882197852_270356232980482,為民除個好HIGH！,,796,0
2011-08-15 14:36:28+00:00,111515882197852_270354662980639,中計！隨手不要倒高梁，哈！,,933,0
2011-08-15 14:29:44+00:00,111515882197852_270351142980991,演唱會要開開始了！,,1182,0
2011-08-15 14:23:24+00:00,111515882197852_270348499647922,空襲嘍！Hold住！,,1022,0
2011-08-15 13:56:19+00:00,111515882197852_270337619649010,321...看完口愛宗怡的「來怡客」~~~金門上場囉！,,935,0
2011-08-15 10:57:42+00:00,111515882197852_270271239655648,今晚靠大家把<金門>的收視率給HOLD住!,,3280,0
2011-08-15 08:13:49+00:00,111515882197852_270224426326996,"就是金晚8/15(一) 晚上10點 42TVBS歡樂台
浩角翔起舖兩光
夏日熱?篇 跳島接力賽 <金門> !",,2040,0
2011-08-15 03:44:16+00:00,111515882197852_270151429667629,"本週節目預告8/15~8/18!大家不要錯過囉!

夏日熱?篇 跳島接力賽 金門
8/15(一) 晚上10點/浩角翔起
 
阿娘喂~過太爽! 杜拜奢華破表之旅
8/16(二) 晚上10點/莎莎 
 
來去住一晚-清水美食吃不完 網友狂推小吃報你知
8/17(三) 晚上10點/子余 黃靖倫

就要醬玩-環島逐夢之旅 熱血南台灣
8/18(四) 晚上10點/2MORO

重播：
8/20(六)晚上七點
阿娘喂~過太爽! 杜拜奢華破表之旅

8/21(日)晚上七點
夏日熱?篇 跳島接力賽 金門",,1888,0
2011-08-15 01:22:19+00:00,111515882197852_270097353006370,早!>>>>>>超級大聲! HOLD住.,,2201,0
2011-08-12 16:45:20+00:00,111515882197852_268843383131767,"台灣少棒得冠軍~~~讚耶！
加油小捧油！
世界冠軍等著你們去拿！
阿姑和粉絲們一起為你們集氣！
集集集....",,1819,0
2011-08-12 10:42:20+00:00,111515882197852_268701053146000,"你是<人間三寶>的哪一寶

宅男有三寶：科技、女優、人真好 
型男有三寶：親親、抱抱、再推倒 
周董有三寶：唉呦、不錯、這個屌 
韓劇有三寶：車禍、癌症、醫不好 
台客有三寶：拎娘、G8、跨啥小 
威武有三寶：蜆精、大鵰、愛福好 
謊言有三寶：天長、地久、愛到老
謊言再三寶：海枯、石爛、你最好 
老師有三寶：劃線、重要、這會考 
國小有三寶：起立、立正、老師好 
國中有三寶：腦殘、白目、愛耍屌 
高中有三寶：補習、熬夜、拼聯考 
大學生有三寶：複製、貼上、過就好 
大學男生有三寶：聯誼、把咩、學妹好 
大學女生有三寶：化妝、打扮、穿的少 
上班族有三寶：上班、下班、公司倒 
海綿寶寶有三寶：小蝸、水母、愛蟹堡 
海綿寶寶再三寶：章魚、海星、比奇堡 
成人頻道有三寶：彩虹、星穎、新東寶 
台灣網路有三寶：斷線、ＬＡＧ、修不好...",,6735,1
2011-08-12 10:30:44+00:00,111515882197852_268697916479647,"周末休假開心
記得首播沒看的
週六日19:00有重播喔!",,799,0
2011-08-12 08:13:50+00:00,111515882197852_268664103149695,食尚玩家旅行台灣368來到了台中彰化，台中，應有盡有動靜皆宜，在每個地方都找的到新與舊、自然與人文、傳統與現代、在地與全球，讓台中成為不斷創新的城市，動靜皆宜、豐儉由人，這就是台中的專屬魅力。彰化，一個用勤勞灌溉的淳樸田園，艷陽下辛勤播種收割，在大廚的巧手下變化出琳瑯滿目的在地美食，傳統與創新融合，創造出自然熱情與人文雅興共存的風氣。跟著食尚玩家到台中彰化吃美食體驗在地文化去囉！各大便利商店熱賣中,,1034,0
2011-08-11 07:14:07+00:00,111515882197852_268151479867624,"去外太空NASA拜訪工作站,好不好啊！哈哈哈
各位粉絲實在太照顧和愛偶們了",,1624,0
2011-08-10 14:57:19+00:00,111515882197852_267797356569703,"991嘍！
明兒個再見~~~
體力好的繼續看日劇~自個兒聊
阿姑睡美容覺去也",,727,0
2011-08-10 14:42:17+00:00,111515882197852_267790999903672,"三峽=三角湧=三角形的豬血糕=愛台灣啦！
欣賞您~光頭老闆！",,1287,0
2011-08-10 14:25:35+00:00,111515882197852_267783356571103,"大三封？是啥？客家菜！
和剛才古椎宗怡「來怡客」
來個前後呼應呀！",,477,0
2011-08-10 14:07:56+00:00,111515882197852_267775813238524,"三峽去過了三次
真是不錯！
但和剛才來去主持人說的沒錯
處處得「罰站」因為太熱門啦！",,1012,0
2011-08-10 14:00:55+00:00,111515882197852_267772629905509,"蘇宗怡的「來怡客」真好！
宗怡好可愛
來~阿姑啾一下！",,552,0
2011-08-10 13:52:42+00:00,111515882197852_267768599905912,等一下要看喔！,,1153,0
2011-08-10 07:55:30+00:00,111515882197852_267647716584667,"應該敦請外交部聘請<食尚玩家>代表
去所有邦交國做<食尚外交>
肯定比<金錢外交>有效
所以讓食尚玩家去繞一圈...邦交國
您們說好不好啊!",,4531,0
2011-08-10 06:39:20+00:00,111515882197852_267629733253132,旅行台灣368~台中+彰化，NT$69開賣！全省書局、便利商店有賣，或訂閱請上班時來電02-23418989轉9060洽購。,,835,0
2011-08-10 03:01:32+00:00,111515882197852_267552906594148,"謝謝粉絲們熱情的回響
我們大概把非死不可給灌爆了吧!
愛妳(你)!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",,3264,0
2011-08-09 15:00:33+00:00,111515882197852_267231053293000,"明晚見嘍！
991~",,1284,0
2011-08-09 14:53:55+00:00,111515882197852_267227549960017,"浩子是說夢話喔！？
好感人~~~~",,1983,0
2011-08-09 14:43:04+00:00,111515882197852_267222233293882,"要陳秉立今年完婚的快按讚！
超過400000人連署才有效！
哈！",,18026,0
2011-08-09 14:34:39+00:00,111515882197852_267218256627613,"這輯會不會是「畢業回顧展」啊？！
有種愁悵的FU~
哈！騙你滴！",,1100,0
2011-08-09 14:26:58+00:00,111515882197852_267214633294642,"看希臘看希臘~完結篇
多留言給建議、給鼓勵！",,2697,0
2011-08-09 10:28:12+00:00,111515882197852_267125016636937,"陳阿翔都近來請大家看今晚的希臘了
不看的還是朋友嗎",,2960,0
2011-08-08 04:16:00+00:00,111515882197852_266463443369761,"8/8~8/11晚上10:00節目預告來囉~
8/8(一)【夏日熱?篇 跳島接力賽 澎湖】/莎莎
8/9(二)【史上最爽團隊幕後工作全紀錄-希臘篇】/浩角翔起
8/10(三)來去住一晚【等到抓狂也要吃 三峽罰站美食大揭秘】/子余,黃靖倫
8/11(四)就要醬玩【環島逐夢之旅 花東衝衝衝】/2MORO",,1503,0
2011-08-05 08:28:27+00:00,111515882197852_137413789680756,爸! 謝謝  您給我的一切.,,1855,0
2011-08-05 03:37:28+00:00,111515882197852_264903446859094,"大家覺得跳島之旅
是鋪攏拱或沙沙公主會贏啊",,1253,0
2011-08-04 11:21:54+00:00,111515882197852_264491836900255,"旅行最不可獲缺的一定要有一個像好夥伴一樣的旅行箱，能代表自己冒險好奇的能量，那這趟旅行的相隨將會很有活力熱忱，重點是它還有全球獨創的摺疊專利設計，可以快速收納，縮小至僅剩約1/4空間，讓自己在旅途前後都快意自在!來找找你的旅行夥伴吧!
VoyLux活力玩家系列http://www.voylux.com/f_main.html",,727,1
2011-08-02 15:05:23+00:00,111515882197852_263504366999002,"台莎莎VS西方那個啥米碗糕?兜啊！
一個是華人之光
一個是西洋+*-%￥#%**之星
殺殺公煮！要有志氣做自己~支持妳！",,852,0
2011-08-02 14:55:40+00:00,111515882197852_263500070332765,蛙蛙和麥兜那個口愛呀？！,,713,0
2011-08-02 14:16:33+00:00,111515882197852_263483057001133,"各位達您，您上天堂了沒？
咱們殺殺公主上、上、上天堂....之旅了沒有啊？！",,743,0
2011-08-02 11:08:34+00:00,111515882197852_263415977007841,沙沙公主今晚上天堂.............................之旅!,,1581,0
2011-08-02 10:30:34+00:00,111515882197852_187696924626982,"小編覺得她超可愛的~投了她一票,為她加油!",,933,0
2011-08-02 09:24:54+00:00,111515882197852_263385497010889,"最近有計劃到香港旅遊的朋友們，有個又好玩又優惠的消息大家一定要先知道，香港旅遊發展局今年與Visa合作推出「Visa獎您所想」，活動期間的每星期內以同一張Visa卡在香港簽賬次數最多，而又最先登記的頭三位參加者，每人將可直接贏取價值港幣1萬元的Visa預付卡，除了這個還有「Visa賞您驚喜」，搶當「快閃黨」於主要消費點出沒，幸運的三位消費者可獲得港幣500元現金券，如該名幸運兒是以Visa卡簽賬消費，更可另外獲得港幣500元Visa預付卡一張。
http://www.discoverhongkong.com/hkss/tc/html/front/index.html",,597,0
2011-08-01 14:50:48+00:00,111515882197852_262963523719753,泡湯看日頭！,,1035,0
2011-08-01 14:47:05+00:00,111515882197852_262961883719917,沒油了！？,,635,0
2011-08-01 14:40:27+00:00,111515882197852_262958900386882,有運動的羊？,,518,0
2011-08-01 14:24:16+00:00,111515882197852_262951563720949,羅志祥~林志玲~我love你！撲二光~傻眼！,,1059,0
2011-08-01 14:17:36+00:00,111515882197852_262948580387914,"啥啊！？「鹿」肉炒飯？？？
好吃嗎？有倫吃過嗎？",,694,0
2011-08-01 14:14:03+00:00,111515882197852_262947067054732,糟糕，一出手居然是「倒」了！,,779,0
2011-08-01 07:54:11+00:00,111515882197852_140133976072470,,食尚玩家 shared a link.,555,0
2011-08-01 07:48:04+00:00,111515882197852_135335796554180,,食尚玩家 shared a link.,565,0
2011-08-01 07:21:44+00:00,111515882197852_262810240401748,鋪攏拱今晚大概要被關進去綠島唱小夜曲了! 哈! 哈! 哈!,,1864,0
2011-08-01 04:40:11+00:00,111515882197852_262769883739117,"8/1~8/4晚上10:00節目預告來囉~
8/1(一)【夏日熱?篇 跳島接力賽 綠島】/浩角翔起
8/2(二)【I ? HK 快樂天堂之旅】/莎莎
8/3(三)來去住一晚【萬華猛呷老味道 一定要吃到】/子余,黃靖倫
8/4(四)就要醬玩【環島逐夢之旅 啟程】/2MORO",,1127,0
2011-08-01 04:39:37+00:00,111515882197852_262769740405798,"號稱＜黑金茶葉蛋＞！
我很黑，但我很好吃！
好心朋友買來給版主補身子來著。",,1272,3
2011-08-01 04:09:48+00:00,111515882197852_262759893740116,有狼知這是啥？！,,361,2
2011-07-29 11:09:14+00:00,111515882197852_261387917210647,"今天看到能解決一般日拋失焦問題的博士倫舒服能散光日拋居然可以買四送一!有時候帶隱型眼鏡會有失焦的小問題真困擾，這款可以幫大家解決散光造成的疊影問題，這樣看電視，旅行中看風景再也不掃興,現在有優惠趕儘去看看!
http://www.bausch.com.tw/sdda_q3/index.html",,364,0
2011-07-28 12:01:47+00:00,111515882197852_225416607503186,"除了一群失意人外, 應該再加上一個為了當初賣不出去食尚玩家週刊廣告, 而主動求節目部開這節目的業務主管的我!",,2047,1
2011-07-27 05:35:49+00:00,111515882197852_260277107321728,"天氣好熱!中午可以來點清爽的桂格100%薏仁飲~清涼消暑,薏仁富含維生素及膳食纖維的穀類,而且薏仁容易代謝，所以吃多了也不會有發胖之虞！
現在喝《桂格100%薏仁飲》簡單上傳照片就有機會獲得現金! 就是這麼好康拿獎金及獎品! 還不趕快來!
http://www.tvbs.com.tw/project/ad/quaker_event/",,348,0
2011-07-26 11:44:29+00:00,111515882197852_259857220697050,"粉絲好康快報:
美國戶外休閒品牌【KEEN】、瑞士健體鞋【MBT】、美國街頭籃球第一品牌【AND1】，街頭潮流品牌【Mad foot、GRAVIS、ECKO、ZOOYORK、 Gola】聯合舉辦酷夏特賣!即日起2011/7/31(日)止，限量MBT瑞士健體鞋下殺 7 折大回饋，各品牌鞋款特價990元起、潮流T恤3件1000元，還有多款服飾配件等超值好康等你來挖寶，千萬別錯過!!
日 期：即日起至2011/7/31(日)
時 間：週一~週五12:00~13:30、17:30~18:30 (二個時段)
週六~週日13:00~17:00
地址：台北淡水鎮中正東路二段69-5號10樓(環球經貿園區乙區10F)
電話：02-28096201
捷運：搭乘捷運至紅樹林捷運站→全家便利商店旁的入口進入即可抵達",,368,0
2011-07-25 04:27:53+00:00,111515882197852_259211537428285,"7/25~7/28晚上10:00節目預告來囉~
7/25(一)【夏日熱?篇 跳島接力賽 蘭嶼】/莎莎
7/26(二)【血拼女王駕到 橫掃香港買翻天】/莎莎
7/27(三)來去住一晚【金山避暑去 玩水逛小吃】/子余,黃靖倫
7/28(四)就要醬玩【北海岸鐵人之旅】/2MORO",,1080,0
2011-07-24 21:46:17+00:00,111515882197852_259075764108529,第一名，失眠沒力，但版主我是今旱第一名！,,950,0
2011-07-22 07:57:59+00:00,111515882197852_230419820331577,陰影也可以醬玩,,667,0
2011-07-22 02:43:28+00:00,111515882197852_257707144245391,"明天!!愛之味分解茶要約大家逛逢甲夜市，免費遊沖繩囉~
活動當天，愛之味分解茶將在逢甲夜市與大家玩骰骰樂、套套樂，現場除了有勁歌熱舞的分解茶girls外，還有分解茶試喝及很多贈品要送給大家唷！
最重要的是，當天帶著愛之味分解茶瓶標至活動現場，還有機會抽中價值約3萬元的【免費沖繩雙人4日遊】唷！ 
時間：100 / 7 / 23 (六) 晚上 6:30 ~ 10:30
地點：台中 逢甲夜市 (逢甲大學正門口前)
http://event.ipeen.com.tw/2011/agvtea/taste.php",,512,0
2011-07-20 12:14:53+00:00,111515882197852_256766371006135,"粉絲們知道薏仁的功效嗎？薏仁是一種富含維生素及膳食纖維的穀類,而且薏仁容易代謝，所以吃多了也不會有發胖之虞！當然薏仁最吸引人莫過於薏仁的養顏效果了！
現在喝《桂格100%薏仁飲》簡單上傳照片就有機會獲得現金! 就是這麼好康拿獎金! 還不趕快來!
http://www.tvbs.com.tw/project/ad/quaker_event/",,437,0
2011-07-20 10:17:25+00:00,111515882197852_256685334347572,"阿HIGH柳柳 ! 有線電視帳單忘了交, 千萬不要給偶斷訊在今晚. PLEASE........",,497,0
2011-07-20 10:01:56+00:00,111515882197852_256680667681372,7/20(三)來去住一晚【基隆好好玩 小吃海鮮吃透透】,,677,0
2011-07-20 09:46:01+00:00,111515882197852_256676437681795,人客啊!今晚要HIGH啥呢?,,584,0
2011-07-19 15:02:38+00:00,111515882197852_256239141058858,"希望今晚帶給大家的全部是可實現的歡樂！
祝福大家
明天的努力工作是未來幸福的開始。",,1883,0
2011-07-19 11:07:18+00:00,111515882197852_256152204400885,"真的想過退休生活嗎
今晚可以看鋪攏拱先過過乾癮
PS:只是一天到晚到處貼廣告的朋友們請注意!
     這樣是過不了退休生活的
   還是得努力工作啦....!",,1257,0
2011-07-18 14:51:46+00:00,111515882197852_255712497778189,"爛招！
靠色相賺旅費。",,1764,0
2011-07-18 10:39:48+00:00,111515882197852_255617184454387,"馬祖....昔日反共的前哨跳板,今晚變成撲兩光的跳島....嗯...........好樣的!
今晚瞧瞧怎麼跳去.",,1255,0
2011-07-18 10:34:05+00:00,111515882197852_104083209689466,哈!人可以再虛榮一點.,食尚玩家 shared 不正常人類研究中心's photo.,1648,0
2011-07-18 04:40:58+00:00,111515882197852_255522891130483,"7/18~7/21晚上10:00節目預告來囉~
7/18(一)【夏日熱?篇 跳島接力賽 馬祖】/浩角翔起
7/19(二)【媽媽咪呀 預約你的退休生活吧!】/浩角翔起
7/20(三)來去住一晚【基隆好好玩 小吃海鮮吃透透】/子余,黃靖倫
7/21(四)就要醬玩【長灘島 夢幻天堂採線團】/2MORO",,1094,0
2011-07-16 15:59:55+00:00,111515882197852_254790107870428,"好康快報~
桂格邀你”薏”享受美麗 就有機會獲得現金!!
現在只要上傳分享品嚐桂格100%薏仁飲的漂亮照片，並號召親朋好友為自己人氣投票經由人氣票選就有機會獲得獎金與獎品!
http://www.tvbs.com.tw/project/ad/quaker_event/",,246,0
2011-07-15 10:55:51+00:00,111515882197852_254139024602203,"恭喜
浩娘+浩子
明天要簽約互綁終身囉
請大家給他倆案個讚
當個不用背書和負責任的證婚人吧
哈哈哈....................
PS:中彰投地區的朋友們,記得去彰化的海鮮餐廳去給他包紅包!",,13643,0
2011-07-15 02:55:09+00:00,111515882197852_254003037949135,"桂格邀你”薏”起享受美麗 還有機會獲得美麗獎學金!
「薏仁」一直以來就是廣為人知的美麗聖品，桂格更是用心、用專業技術製成完全不添加的〝純〞薏仁飲，讓您美麗不費功！想要更美麗再也不須費心熬煮薏仁，隨手一瓶即能有最純、最100%的薏仁飲，這麼輕鬆享受美麗的方法，除了給愛漂亮的自己，桂格希望大家也能一同邀請身邊的好朋友、好姐妹一起喝桂格邀你”薏”起享受美麗
凡於活動期間只要分享品嚐桂格100%薏仁飲的漂亮合照，不管是與自己，還是與親朋好友、姐妹淘，只要上傳大家美美的照片，經由人氣票選就有機會獲得獎金與獎品!
活動時間：2011 / 07 / 15 ~ 2011 / 08 / 15
http://www.tvbs.com.tw/project/ad/quaker_event/",,276,0
2011-07-14 09:47:03+00:00,111515882197852_253593187990120,"代PO：臺東縣達仁鄉有200多個小朋友因為學校放假沒營養午餐吃，也無法打包回家吃，導致現在3餐都是問題。家中的經濟來源大都靠打零工為主，收入不穩定，一旦放寒暑假，三餐的壓力
更顯得沉重。??希望FB的朋友看到此訊息可以幫忙分享出去或集資ㄧ些乾糧食品，??如白米、麵條等。(希望
大家不要送過多泡麵，小朋友吃多泡麵不太健康)除此之外，他們也很需要文具用品及二手書籍。聯絡人臺東縣達仁鄉佳路達搭勒推動
部落發展協會總幹事吳正忠0989245844物資寄送地址: 台東縣達仁鄉土板村3鄰45號***** 婉謝現金
資助，謝謝更多更多*****",,2263,0
2011-07-14 04:16:36+00:00,111515882197852_253501324665973,"旅行台灣368來到了南投&雲林,34個人文故事+12個獨特生態+35個特色美食+24個在地農產+13個風格住宿還有精選10大伴手禮,快跟著食尚玩家去南投&雲林玩囉!各大便利商店&書局熱賣中~~別忘囉!跟著食尚玩家一起旅行台灣368,拍下你眼中最美麗的台灣,就有機會獲得獎金 NT$368,000喔!詳情請上www.facebook.com/supertaste368",,577,0
2011-07-13 06:07:32+00:00,111515882197852_253012911381481,旅行台灣368~南投+雲林@69NT$，明天上架開賣！,,1130,0
2011-07-12 14:33:26+00:00,111515882197852_252651751417597,"酗酒製作人在愛琴海居然浪漫起來了A~
居然穿起裙子來了！",,1638,0
2011-07-12 14:17:36+00:00,111515882197852_252645714751534,"撲兩光
你們很／2+過糞耶！
酗酒製作人~懲罰他們啦！",,966,0
2011-07-12 14:12:11+00:00,111515882197852_252643378085101,"浩子~~~別呷包啊話燒啦！
祝福你也幸福美滿喔！
就算彰化的海鮮餐廳也幸福~~~都有海啦！",,1431,0
2011-07-12 13:59:22+00:00,111515882197852_252638048085634,"嘿嘿~
應酬提早結束
現已躺在沙發上
等撲兩光的~~~愛琴海嘍！
幸福~~~~",,1225,0
2011-07-12 06:23:21+00:00,111515882197852_252508304765275,"又被徵召去應酬, 今晚看不到舖兩光了! 欲哭無淚............",,934,0
2011-07-12 03:28:25+00:00,111515882197852_252458901436882,"本週三來去住一晚,主題更正~
7/13(三)來去住一晚【花少少吃飽飽  大溪省錢玩法全攻略】/子余,黃靖倫",,529,0
2011-07-11 15:13:22+00:00,111515882197852_252160921466680,"每晚十點看食尚玩咖
每星期買食尚玩家
有看、有買有保庇
無看、無買利就*******哈！
祝大家一輩子平安、健康、快樂！
晚安！881！",,1275,0
2011-07-11 14:51:23+00:00,111515882197852_252150684801037,到家了，也累慘了！連爬到樓上開電視看刷刷在小琉球跳島的奶力也沒了。今晚有郝看甲郝笑無？明晚愛捧場?！,,1544,0
2011-07-11 09:54:07+00:00,111515882197852_252056221477150,"今晚第一跳
游刷刷公主
在小琉球
開屎跳 !",,1069,0
2011-07-11 05:38:08+00:00,111515882197852_251993204816785,"7/11~7/14晚上10:00節目預告來囉~
7/11(一)【夏日熱?篇 跳島接力賽 小琉球】/莎莎
7/12(二)【媽媽咪呀 怎麼可以這麼幸福】/浩角翔起
7/13(三)來去住一晚【基隆】/子余,黃靖倫
7/14(四)就要醬玩【郵輪四天三夜 沖繩爽爽玩】/2MORO",,895,0
2011-07-11 05:35:00+00:00,111515882197852_189249227797768,感謝萬千粉絲熱烈支持!,,1051,0
2011-07-11 05:29:56+00:00,111515882197852_165853476816492,露點了! 哈!,,731,0
2011-07-11 05:26:07+00:00,111515882197852_251990121483760,好康快報：『福勝亭』將於2011年7月1日起至8月31日舉辦必勝祭，推出限量開運必勝套餐（開運豬排定食一份加小菜一份及可樂金杯一杯）特價205元，點購一份必勝套餐即可獲得一點，集滿三點即可兌換必勝迷你書包吊飾乙個。還特別推出線上「必勝神社」，讓消費者可直接製做自己的「必勝繪馬」，寫下祈願祈福討吉利。,,460,0
2011-07-08 04:07:06+00:00,111515882197852_250539184962187,"明天星期六大台北（紅）大高雄（綠）的朋友們記得到當地7-11拿免費的<C！ty玩家>。
大高雄的捧油們趕快加入<C!ty玩家粉絲頁>星期六就可以拿著大高雄創刊號（綠）把自己和7-11一起入鏡拍下值得紀念的相片上傳到<C!ty玩家活動專區>，有機會抽ipad2！明天要早起喔！以免沒搶到.
http://www.facebook.com/cityplayer.tvbs",,513,0
2011-07-07 10:22:23+00:00,111515882197852_166433696755744,"大高雄的朋友們
記得本周六起也可以在大高雄地區的7-11免費索取
請馬上加入<C!ty玩家>粉絲頁
可以抽ipad2
http://www.facebook.com/cityplayer.tvbs
",,444,0
2011-07-07 09:57:13+00:00,111515882197852_200854279966139,"號外號外~~~~~~熱愛台灣的鄉親朋友！想拿獎金麻？
食尚玩家真的很想要送出獎金$ 368,000及超值好禮(總值50萬以上)
連浩角翔起及莎莎都說讚喔~還等什麼咧！你看看阿松都已聲嘶力竭的吶喊！卡緊來報名哩~
活動很簡單啦！
只要跟著食尚玩家一起旅行台灣368雜誌，拍下你眼中最美麗的台灣！
就有機會獲得首獎獎金
活動詳請請點進【食尚玩家368城鄉故事】臉書的左邊欄位【活動】
大家緊來參加噢噢噢噢噢!!!!!!!!!!!

 
http://www.tvbs.com.tw/Project/tvbs_weekly/activity/city368/index.html
",,492,0
2011-07-06 10:19:16+00:00,111515882197852_249599571722815,"看管樂表演，抽汽車大獎
「2011世界管樂年會暨第20屆嘉義市國際管樂節」，活動時間至7月17日，連續18天在嘉義市舉辦。希望全國市民都能夠回「嘉」來參加世界管樂年會。而「嘉管20‧生日快樂」開幕晚會當日，將有精采熱鬧的主題曲歌舞與音樂劇表演、管樂團隊形表演、煙火秀；讓大家一同感受管樂盛宴。另外，百家珍釀造食品股份有限公司獨家贊助馬自達3汽車，凡參加晚會的民眾攜帶身分證或健保卡，都有機會參加抽獎！",,643,0
2011-07-05 14:47:46+00:00,111515882197852_249167648432674,休息是為了更多的休息！,,2756,0
2011-07-05 14:44:29+00:00,111515882197852_249166205099485,"終於趕回到家了！
$$$$...
有$真好！",,1066,0
2011-07-05 09:45:32+00:00,111515882197852_249059801776792,"版主呼籲
版主懇求
今天大家沒事早一點回家
孝順父母
擁抱先生或太太
親親小朋友或男女朋友
跟傭人說聲謝謝
然後...
全家十點準時
用感恩全世界的心
張開雪亮的眼睛
全家（不可含小三）抱在一起
好好的看...撲兩光的希臘之旅part2！",,2522,0
2011-07-05 04:35:11+00:00,111515882197852_200961603285062,"在不斷的溝通努力之下<C!ty玩家>要出大高雄版了
請大高雄的朋友們快快先加入<C!ty玩家>粉絲團
首期驚喜活動即將公布
(其他地區的朋友們等等我們, 革命未成還在努力中)
@大台北版和大高雄版內容會朝在地化而有所區隔, 一樣都是在7-11免費索取
",食尚玩家 shared a Page.,581,0
2011-07-04 14:59:55+00:00,111515882197852_248668725149233,"期待明晚撲兩光的希臘之旅2
但版主加班+應酬~~~憾~~~~慟！
嗚~~~~~",,1458,0
2011-07-04 14:56:57+00:00,111515882197852_248667318482707,"殺殺您也太沒禮貌了
居然叫「路人」幫忙拍照
沒教好沒教好！",,931,0
2011-07-04 14:49:52+00:00,111515882197852_248664561816316,"阿姑我坐路邊吃好料
攏馬愛拉布旁+變裝
腳賣去雨狼認出來奶！",,535,0
2011-07-04 14:18:05+00:00,111515882197852_248651155150990,開電視看殺殺公煮帶我們去找捉狂美食,,999,0
2011-07-04 11:11:15+00:00,111515882197852_135685156510299,"在不斷的溝通努力之下<C!ty玩家>要出大高雄版了
請大高雄的朋友們快快先加入<C!ty玩家>粉絲團
首期驚喜活動即將公布
(其他地區的朋友們等等我們, 革命未成還在努力中)
@大台北版和大高雄版內容會朝在地化而有所區隔, 一樣都是在7-11免費索取",食尚玩家 shared a Page.,659,0
2011-07-04 08:06:18+00:00,111515882197852_214244671946660,"不斷的溝通努力之下<C!ty玩家>要出大高雄版了
請大高雄的朋友們快快先加入<C!ty玩家>粉絲團
首期驚喜活動即將公布
(其他地區的朋友們等等我們, 革命未成還在努力中)",食尚玩家 shared a Page.,707,0
2011-07-04 07:48:47+00:00,111515882197852_248524401830332,"台北有抓狂美食
今晚可得來瞧瞧 殺殺公煮帶我出啥麼",,633,0
2011-07-04 04:28:11+00:00,111515882197852_248477785168327,"7/4~7/7晚上10:00節目預告來囉~
7/4(一)【狗仔大明星 台北抓狂美食】/莎莎
7/5(二)【媽媽咪呀 我們在希臘】/浩角翔起
7/6(三)來去住一晚【新竹老店】/子余,黃靖倫
7/7(四)就要醬玩【曼谷買東西吃東西馬殺雞】/2MORO",,1037,0
2011-07-01 10:47:13+00:00,111515882197852_247146035301502,"暑假的第一個周末
大家計畫去哪兒ㄚ",,619,0
